23 1677749272 30.000000 -1.000000 -101.000000 0.000000 0.000000
23 1677749273 30.000000 -1.000000 -101.000000 0.000000 0.000000
23 1677749274 30.000000 -1.000000 -101.000000 0.000000 0.000000
23 1677749275 30.000000 -1.000000 -101.000000 0.000000 0.000000
23 1677749276 30.000000 -1.000000 -101.000000 0.000000 0.000000
23 1677749277 16.800000 -1.000000 -101.000000 0.000000 0.000000
23 1677749278 16.800000 -1.000000 -101.000000 0.000000 0.000000
23 1677749279 16.800000 -1.000000 -101.000000 0.000000 0.000000
23 1677749280 16.800000 -1.000000 -101.000000 0.000000 0.000000
23 1677749281 16.800000 -1.000000 -101.000000 0.000000 0.000000
23 1677749282 46.400000 -1.000000 -101.000000 0.000000 0.000000
23 1677749283 46.400000 -1.000000 -101.000000 0.000000 0.000000
23 1677749284 46.400000 -1.000000 -101.000000 0.000000 0.000000
23 1677749285 46.400000 -1.000000 -101.000000 0.000000 0.000000
23 1677749286 46.400000 -1.000000 -101.000000 0.000000 0.000000
23 1677749287 56.800000 -1.000000 -101.000000 0.000000 0.000000
23 1677749288 56.800000 -1.000000 -101.000000 0.000000 0.000000
23 1677749289 56.800000 -1.000000 -101.000000 0.000000 0.000000
23 1677749290 56.800000 -1.000000 -101.000000 0.000000 0.000000
23 1677749291 56.800000 -1.000000 -101.000000 0.000000 0.000000
23 1677749292 38.000000 -1.000000 -101.000000 0.000000 0.000000
23 1677749355 37.500000 -1.000000 37.500000 37.500000 0.000000
23 1677749354 37.500000 -1.000000 37.500000 37.500000 0.000000
23 1677749353 37.500000 -1.000000 37.500000 37.500000 0.000000
23 1677749352 37.500000 -1.000000 37.500000 37.500000 0.000000
23 1677749351 22.000000 -1.000000 22.000000 22.000000 0.000000
23 1677749350 22.000000 -1.000000 22.000000 22.000000 0.000000
23 1677749349 22.000000 -1.000000 22.000000 22.000000 0.000000
23 1677749348 22.000000 -1.000000 22.000000 22.000000 0.000000
23 1677749347 22.000000 -1.000000 22.000000 22.000000 0.000000
23 1677749346 32.000000 -1.000000 32.000000 32.000000 0.000000
23 1677749345 32.000000 -1.000000 32.000000 32.000000 0.000000
23 1677749344 32.000000 -1.000000 32.000000 32.000000 0.000000
23 1677749343 32.000000 -1.000000 32.000000 32.000000 0.000000
23 1677749342 32.000000 -1.000000 32.000000 32.000000 0.000000
23 1677749341 52.000000 -1.000000 52.000000 52.000000 0.000000
23 1677749340 52.000000 -1.000000 52.000000 52.000000 0.000000
23 1677749339 52.000000 -1.000000 52.000000 52.000000 0.000000
23 1677749338 52.000000 -1.000000 52.000000 52.000000 0.000000
23 1677749337 52.000000 -1.000000 52.000000 52.000000 0.000000
23 1677749336 30.000000 -1.000000 30.000000 30.000000 0.000000
23 1677749335 30.000000 -1.000000 30.000000 30.000000 0.000000
23 1677749334 30.000000 -1.000000 30.000000 30.000000 0.000000
23 1677749333 30.000000 -1.000000 30.000000 30.000000 0.000000
23 1677749332 30.000000 -1.000000 30.000000 30.000000 0.000000
23 1677749331 38.000000 -1.000000 38.000000 38.000000 0.000000
23 1677749330 38.000000 -1.000000 38.000000 38.000000 0.000000
23 1677749329 38.000000 -1.000000 38.000000 38.000000 0.000000
23 1677749328 38.000000 -1.000000 38.000000 38.000000 0.000000
23 1677749327 38.000000 -1.000000 38.000000 38.000000 0.000000
23 1677749326 53.600000 -1.000000 53.600000 53.600000 0.000000
23 1677749325 53.600000 -1.000000 53.600000 53.600000 0.000000
23 1677749324 53.600000 -1.000000 53.600000 53.600000 0.000000
23 1677749323 53.600000 -1.000000 53.600000 53.600000 0.000000
23 1677749322 53.600000 -1.000000 53.600000 53.600000 0.000000
23 1677749321 40.800000 -1.000000 40.800000 40.800000 0.000000
23 1677749320 40.800000 -1.000000 40.800000 40.800000 0.000000
23 1677749319 40.800000 -1.000000 40.800000 40.800000 0.000000
23 1677749318 40.800000 -1.000000 40.800000 40.800000 0.000000
23 1677749317 40.800000 -1.000000 40.800000 40.800000 0.000000
23 1677749316 47.600000 -1.000000 47.600000 47.600000 0.000000
23 1677749315 47.600000 -1.000000 47.600000 47.600000 0.000000
23 1677749314 47.600000 -1.000000 47.600000 47.600000 0.000000
23 1677749313 47.600000 -1.000000 47.600000 47.600000 0.000000
23 1677749312 47.600000 -1.000000 47.600000 47.600000 0.000000
23 1677749311 38.000000 -1.000000 38.000000 38.000000 0.000000
23 1677749310 38.000000 -1.000000 38.000000 38.000000 0.000000
23 1677749309 38.000000 -1.000000 38.000000 38.000000 0.000000
23 1677749308 38.000000 -1.000000 38.000000 38.000000 0.000000
23 1677749307 38.000000 -1.000000 38.000000 38.000000 0.000000
23 1677749306 52.000000 -1.000000 52.000000 52.000000 0.000000
23 1677749305 52.000000 -1.000000 52.000000 52.000000 0.000000
23 1677749304 52.000000 -1.000000 52.000000 52.000000 0.000000
23 1677749303 52.000000 -1.000000 52.000000 52.000000 0.000000
23 1677749302 52.000000 -1.000000 52.000000 52.000000 0.000000
23 1677749301 30.000000 -1.000000 30.000000 30.000000 0.000000
23 1677749300 30.000000 -1.000000 30.000000 30.000000 0.000000
23 1677749299 30.000000 -1.000000 30.000000 30.000000 0.000000
23 1677749298 30.000000 -1.000000 30.000000 30.000000 0.000000
23 1677749297 30.000000 -1.000000 30.000000 30.000000 0.000000
23 1677749296 38.000000 -1.000000 38.000000 38.000000 0.000000
23 1677749295 38.000000 -1.000000 38.000000 38.000000 0.000000
23 1677749294 38.000000 -1.000000 38.000000 38.000000 0.000000
23 1677749293 38.000000 -1.000000 38.000000 38.000000 0.000000
